,유형,component,name,description,parameter,return,exception,sample,built since,built last
39,method,$p,getRuntimeId,"화면 내에서의 id를 입력받아, 해당 컴포넌트의 실제 id를 반환하는 함수입니다. wframe에서 scope 기능을 사용할 경우, wframe 내의 컴포넌트의 실제 id는 'wframe의 id + _ + 컴포넌트 id' 형태로 결정됩니다. 이 함수는 이러한 실제 id를 가져올 수 있습니다.",id	string	Y	화면내에서의 컴포넌트 id,String	컴포넌트의 실제 id,,"<xmp  class='js sample'> // main.xml 안에 <w2:input id='input1'/> <w2:wframe id='wframe1' src='sub.xml'/> 있고
 // sub.xml 안에 <w2:input id='input2'/> 가 있는 경우 
 // sub.xml에서 $p.getRuntimeId(""input2"") 호출 시 'wframe1_input2' 를 반환한다. 
 // sub.xml에서 $p.getRumtimeId('input1') 호출 시 'input1' 을 반환한다.  
 // main.xml에서 $p.getRuntimeId(""input2"") 호출 시 ''을 반환한다. 
 // main.xml에서 $p.getRuntimeId(""input1"") 호출 시 'input1'을 반환한다.</xmp>",5.0_3.3377A.20181128.161740,5.0_5.4811B.20230203.095105
40,method,$p,getStringByteSize,"입력된 string의 byte 크기를 반환합니다. 만약 config.xml 파일의 &lt;byteCheckEncoding value=""euc-kr"" /&gt; 설정이 euc-kr이면 한글은 2byte로, utf-8이면 3byte로 계산됩니다.",str	String	Y	byte size를 알아낼 string,Number	byte size,,"<xmp  class='js sample'>var dataLength = $p.getStringByteSize(""websquare"");
//return 예시 ) dataLength : 9

var dataLength2 = $p.getStringByteSize(""안녕"");
//return 예시 ) dataLength2 : 4   //<byteCheckEncoding value=""euc-kr"" /> 일 경우
//return 예시 ) dataLength2 : 6   //<byteCheckEncoding value=""utf-8"" /> 일 경우</xmp>",5.0_3.3377A.20181128.161740,5.0_5.4811B.20230203.095105
41,method,$p,getSubmission,"submissionID에 해당하는 submission 객체를 가져옵니다.<br />이미 정의된 submission의 action, ref, target 등의 속성을 변경할 수 있습니다.",submissionID	String	Y	submission의 아이디.,SubmissionObject	submission id를 통해서 찾은 submission 객체,,"<xmp  class='js sample'>//다음과 같이 submission이 존재하는 경우.
//<xf:submission id=""submission1"" ref=""data:json,reqDataMap1"" target=""data:json,resDataMap1""
//    action=""/getUserInfo.jsp"" method=""post"" mediatype=""application/json"" encoding=""UTF-8""
//    mode=""asynchronous"" processMsg="""">  
//</xf:submission>

//submission 객체 반환
var sub = $p.getSubmission( ""submission1"" );
    
//submission의 속성 변경
sub.action = ""/getBookInfo.jsp"";
sub.ref = ""data:json,reqDataMap2"";
</xmp>",5.0_3.3377A.20181128.161740,5.0_5.4811B.20230203.095105
42,method,$p,getTimeoutKeyList,setTimeout API의 키로 등록된 모든 값은 배열로 반환됩니다.,,Array	setTimeout로 등록 된 키 목록,,"<xmp  class='js sample'>var timeoutKeyList = $p.getTimeoutKeyList();
for(var i = 0; i < timeoutKeyList.length; i++) { $p.clearTimeout(timeoutKeyList[i]); } // 등록된 타이머를 전부 제거</xmp>",5.0_3.3377A.20181128.161740,5.0_5.4811B.20230203.095105
43,method,$p,getWorkflow,Workflow 객체를 반환하는 함수입니다. 해당 함수는 id를 인자로 받습니다.,id	String	Y	workflow 아이디,Object	id를 통해서 찾은 workflow,,"<xmp  class='js sample'>//xml에 workflow1 이 정의되어 있는 경우에는 실행 전이라도 객체를 구할 수 있음
//동적으로 생성된 경우에는 실행이 진행되는 구간(condition, callback, finalCallback, rejectCallback등) 에서만 객체를 구할 수 있음
//완료된 submission들의 실행결과 객체는 workflowObj.result 로 구할 수있음
var workflowObj = $p.getWorkflow( ""workflow1"" );
</xmp>",5.0_3.3377A.20181128.161740,5.0_5.4811B.20230203.095105
44,method,$p,hideModal,웹스퀘어의 Modal Layer를 hide시킨다.,,	,,"<xmp  class='js sample'>
$p.hideModal();</xmp>",5.0_3.3377A.20181128.161740,5.0_5.4811B.20230203.095105
45,method,$p,hideProcessMessage,웹스퀘어의 process 메시지를 hide시킨다.,,	,,"<xmp  class='js sample'>
$p.hideProcessMessage();</xmp>",5.0_5.4811B.20230203.095105,5.0_5.4811B.20230203.095105
46,method,$p,isPopup,현재 창이 팝업 창인지 여부를 반환합니다.,"closest	Boolean	N	중첩된 wframe 팝업 또는 browser 팝업안에 wframe이 있을 경우, 부모 frame의 팝업 여부 체크.","boolean	팝업인 경우 true, 팝업이 아닌 경우 false",,"<xmp  class='js sample'>var ispopup = $p.isPopup();
//return 예시 ) false
중첩된 wframe 팝업 또는 browser 팝업안에 wframe이 있을 경우, 팝업 여부를 자식 wframe에서 확인할 경우
var ispopup = $p.isPopup(true);</xmp>",5.0_3.3377A.20181128.161740,5.0_5.4811B.20230203.095105
47,method,$p,isRunningWorkflow,실행중인 Workflow 가 있는지 여부를 반환합니다.<br />workflowID 가 전달된 경우에는 해당 id 의 workflow 실행여부를 반환합니다.,workflowID	String	N	workflow 아이디,boolean	실행여부,,"<xmp  class='js sample'>//실행중인 workflow 가 있는지 여부 반환
var isRun = $p.isRunningWorkflow( );
</xmp>",5.0_3.3377A.20181128.161740,5.0_5.4811B.20230203.095105
48,method,$p,isWFramePopup,현재 화면이 wframe popup으로 열린 화면인지를 판별하는 함수.,,"Boolean	wframe popup으로 사용된 경우 true, 그렇지 않을 경우 false 반환.",,"<xmp  class='js sample'> // main.xml 스크립트 영역에서 아래의 스크립트를 실행
 $p.openPopup(""w1.xml"", {""type"" : ""iframePopup""}); 
 $p.openPopup(""w2.xml"", {""type"" : ""wframePopup""}); 
 // main.xml에서 $p.isWFramePopup() 실행 시 false 반환. 
 // w1.xml에서 $p.isWFramePopup() 실행 시 false 반환. 
 // w2.xml에서 $p.isWFramePopup() 실행 시 true 반환.
 // 중첩된 wframe 구조에서 부모 wframe의 팝업 여부를 판단해야할 경우, $p.isWframePopup(true) 실행.</xmp>",5.0_4.4755A.20221027.113344,5.0_5.4811B.20230203.095105
49,method,$p,js,"여러 개의 외부 script를 로드할 때 스크립트별 순서제어가 필요한 경우 사용합니다. 인자로 넘어온 script들 loading은 병렬로 진행하면서 실행은 순서대로 실행하는 기능을 제공합니다. 그리고 마지막 인자의 type이 function인 경우, 모든 스크립트 로딩이 끝난 후 해당 function을 실행합니다 (callback)","scriptUrl	String	Y	javascript url주소. 인자 개수는 가변입니다. load할 script를 여러개 지정할 경우 script url주소를 script개수만큼 인자로 전달합니다.
callback	Function	N	전달된 마지막 인자의 type이 function인 경우, 이전까지 인자로 전달된 모든 스크립트의 실행이 완료된 후에 해당 함수가 실행됩니다. 즉 callback 함수입니다.",	,,"<xmp  class='js sample'> $p.js(""/common/js/common.js"", ""/common/js/test1.js"", ""/common/js/test2.js"", function(){alert(""all done"");});
 // common.js, test1.js, test2.js 로딩은 병렬로 이루어지며, 스크립트의 실행은 인자가 넘어온 순서인 common.js -> test1.js -> test2.js 순서로 실행됨.
 // test2.js 실행이 끝나면 callback 함수가 실행되고 따라서 alert(""all done""); 이 실행된다.</xmp>",5.0_3.3377A.20181128.161740,5.0_5.4811B.20230203.095105
50,method,$p,log,"로그를 출력하는 방법은 브라우저의 로그보기 메뉴나 개발자 도구의 콘솔에 출력하는 것입니다. 출력 값 중 객체의 타입이 Object인 경우, 오류가 발생할 수 있으므로 반드시 String으로 변환해야 합니다. 브라우저 콘솔에 로그를 출력하려면 ""config.xml"" 파일에서 ""console = true""로 설정해야 합니다. 아래는 설정 예시입니다.

<xmp>
<debug value=""true"" console=""true""/>
</xmp>",msg	String	Y	출력 할 메시지,	,,"<xmp  class='js sample'>
$p.log('Log Test');</xmp>",5.0_3.3377A.20181128.161740,5.0_5.4811B.20230203.095105
51,method,$p,main,현재 창(window)의 최상위 페이지에 해당하는 스코프(scope) 객체를 반환합니다.,,Object	scope 객체,,"$p.main().input1.setValue(""test""); // Main화면에 있는 input1 컴포넌트의 값을 ""test""로 설정한다.",5.0_3.3377A.20181128.161740,5.0_5.4811B.20230203.095105
52,method,$p,mirrorView,이 기능은 현재 화면을 새로운 화면으로 복제합니다. 그러나 이 기능은 canvas를 사용하기 때문에 구형 브라우저에서는 사용할 수 없습니다.,,	,,,5.0_3.3377A.20181128.161740,5.0_5.4811B.20230203.095105
53,method,$p,openPopup,속성에 따라 팝업을 생성합니다.,"url	String	Y	popup창의 url
options	Object	Y	popup의 options. (width, height 등)<br />
<xmp class='js description'><String:N>  options.id  : [default: ppo1] popup의 id
<String:N>  options.type    : [default: browserPopup] 팝업의 종류. 팝업이 브라우저에 랜더링된 형태에 따라서 iframePopup, wframePopup, browserPopup 3가지로 설정 가능함. (기존의 frameMode, useIFrame 속성과 동일 기능)</xmp>
        browserPopup : 독립된 별도의 창으로 생성되는 팝업. window.open을 통해 생성되는 팝업이다. 프로세스가 분리되어 완전히 독립적으로 실행되는 팝업이다. 부모에 영향받지 않고 팝업 위치를 자유롭게 움직일 수 있다. 
        iframePopup : iframe으로 생성되는 팝업. 부모 화면에 종속적으로 생성된다.
        wframePopup : wframe으로 생성되는 팝업. 부모 화면에 종속적으로 생성된다.
<xmp class='js description'><String:N>  options.width   : [default: 500px] 팝업의 width 설정값.
<String:N>  options.height  : [default: 500px] 팝업의 height 설정값.
<String:N>  options.top     : [default: 100px] 팝업의 top 설정값. 팝업의 top 설정값. type이 iframePopup 또는 wframePopup인 경우 브라우저를 기준, browserPopup(분리된 창)인 경우 모니터를 기준으로 계산.
<String:N>  options.left    : [default: 100px] 팝업의 left 설정값. type이 iframePopup 또는 wframePopup인 경우 브라우저를 기준, 브라우저 window(분리된 창)인 경우 모니터를 기준으로 계산.
<String:N>  options.popupName   : [default: WebSquarePopup] 팝업 객체의 이름. 팝업 프레임의 표시줄에 표시.
<String:N>  options.modal   : [default: false] modal을 이용해서 뒤 쪽 배경을 동작하지 않도록 만들기 위한 인자. false이면 뒤쪽의 컴포넌트 사용 가능.
<String:N>  options.frameModal   : [default: """"] modal을 표시해줄 frame(wframe, tabControl, windowContainer)을 지정. ""top"", ""parent"", ""frame"", frame id
<String:N>  options.useModalStack   : [default: false] 여러 개의 팝업을 생성할 경우, 제일 마지막에 표시되는 팝엄만 활성화. (true: 마지막 팝업만 활성화. false: 모든 팝업을 활성화.)
<String:N>  options.style   : [default: """"]     팝업의 스타일. 값이 있으면 left top width height는 적용되지 않음.
<String:N>  options.srcData     : [default: null]   deprecated. dataObject를 대신 사용할 것을 권장한다. (팝업 객체의 type 이 iframePopup 또는 browserPopup 일 때 Parent 에서 넘길 xpath.)
<String:N>  options.destData    : [default: null]   deprecated. dataObject를 대신 사용할 것을 권장한다. (팝업 객체의 type 이 iframePopup 또는 browserPopup 일 때 popup 에 설정할 xpath.)
<Object:N>  options.dataObject  : popup에 설정할 변수의 데이터 타입과 데이터, 변수명을 입력하는 객체. (예) { type: [""xml"",""string"",""json"",""array""], data: ""전달 데이터"" , name :""변수명""}
<String:N>  options.xml     : [default: null] deprecated. dataObject를 대신 사용할 것을 권장한다. (팝업에 넘길 xml. Document의 string popup창에서 WebSquare.uiplugin.popup.getPopupParam() api를 사용하여 가져올수 있음.)
<String:N>  options.resizable   : [default: false] size 조절 유무 (type이 iframePopup 또는 wframePopup인 경우 해당)
<String:N>  options.status  : [default: false]  status 출력 유무 (type이 browserPopup(분리된 창)인 경우 해당)
<String:N>  options.menubar     : [default: false]  menubar 출력 유무 (type이 browserPopup(분리된 창)인 경우 해당)
<String:N>  options.scrollbars  : [default: false]  scrollbar 출력 유무 (type이 browserPopup(분리된 창)인 경우 해당)
<String:N>  options.title   : [default: false]  title 출력 유무 (type이 browserPopup(분리된 창)인 경우 해당)
<String:N>  options.useMaximize     : [default: true] type이 iframePopup 또는 wframePopup인 경우, useMaximize = ""true"" 설정시 상단 title 영역을 더블클릭 할 경우 최대화 시킬지 유무.
<String:N>  options.useModalDisable   : [default: false] type이 iframePopup 또는 wframePopup인 경우 부모창의 컴포넌트들을 disabled 처리 유무.
<String:N>  options.closeAction     : [default: """"] type이 iframePopup 또는 wframePopup인 경우, 닫기 버튼을 클릭 할 경우 팝업을 닫기전 호출된 사용자 정의 funcion 이름. 사용자정의 함수 에서 return true;시 팝업을 닫는다.
<String:N>  options.className   : [default: """"] type이 iframePopup 또는 wframePopup인 경우, 팝업의 디자인을 변경하기 위한 class.
<String:N>  options.fullscreen  : [default: false] type이 iframePopup 또는 wframePopup인 경우,    fullscreen: true 설정시 전체화면으로 팝업을 띄웁니다. (IE전용)
<String:N>  options.useControl  : [default: false] type이 iframePopup 또는 wframePopup인 경우, useControl: true 설정시 최소화, 최대화, 닫기 버튼을 사용할 수 있다.
<String:N>  options.foldOnMinimized     : [default: false] foldOnMinimized: true 설정시 최소화 동작이 팝업 접기 동작으로 바뀐다. 아래의 controls 옵션에서 ""minimize:true""로 설정할 경우, ""foldOnMinimize:true""로 설정해야 함.
<Object:N>  options.controls    : [default: { minimize: false, maximize: false, close: false }] 특정 컨트롤 버튼을 보이거나 숨길 수 있다. (useControl 속성이 true일 때 동작) ""minimize:true""를 사용할 경우, ""foldOnMinimized:true""를 지정해야 함. ""foldOnMinimize:false"" 설정을 사용하면 화면이 접히지 않고 사라짐.
<Object:N>  options.foldSize    : [default: { width: 500 }]     foldSize: minimize(fold) 동작시의 크기를 지정할 수 있다. (controls 옵션에서 ""minimize:true""이고 ""foldOnMinimize:true""인 경우 유효.)
<Object:N>  options.useATagBtn  : [default: false] useATagBtn:true 설정 시 popup에서 a tag를 사용하는 close button, useATagBtn:false 설정 시 popup에서 div tag를 사용하는 close button
<Object:N>  options.disableCloseButton  : [default: false] disableCloseButton:true 설정 시 type이 iframePopup 또는 wframePopup인 경우 닫기 버튼을 비활성화, disableCloseButton:false 설정 시 닫기 버튼을 활성화
<Object:N>  options.alwaysOnTop     : [default: true] alwaysOnTop:true 설정 시 type이 iframePopup 또는 wframePopup인 경우 기존 팝업이 항상 위에 떠있게 하는 속성, alwaysOnTop:false 설정 시 닫기 버튼을 활성화
<Object:N>  options.popupUrl    : [default: ""popup.html""] popup페이지 자체의 url 기본값은 popup.html
<Object:N>  options.windowDragMove    : [default: false] popup 창을 마우스로 이동시킬 때 마우스를 움직일 때마다 실시간으로 창이 마우스를 따라 이동하는 기능
<Object:N>  options.processMsgFrame   : [default: false] type이 wframePopup인 경우 processMessage를 popup 내부에 띄울지에 대한 설정.
<Object:N>  options.fixPosition       : [default: false] type이 wframePopup 또는 iframePopup인 경우 popup창이 움직이지 않도록 설정</xmp>
params	Null	N	사용되지 않는 파라메터로 4번째 파라메터를 사용 할 경우 null로 입력.
target	Object	N	window객체. default로 window",	,,"<xmp  class='js sample'>    // 실제 전달할 데이터 정의
    var rowJSON = { 
        ""Personal Info"" : { ""Name"": ""Lee"", ""Age"": 50, ""Married"" : false}, 
        ""Region"": ""Seoul"", 
        ""Carrier"": true
        };
    
    // 새로 열릴 화면에 데이터를 전달 (dataObject를 통해 전달 가능)

    var dataObject = {
        ""type"" : ""json"", // 데이터 타입. ""json"" 권장 
        ""name"" : ""paramTest"",  // 데이터를 가져오기 위한 key 값. popup에서 $p.getParameter( ""paramTest"" )로 깨내올 수 있음.
        ""data"" : rowJSON // 실제 전달할 데이터
     };

    // 팝업 생성 옵션 지정

    var options = {  
 
        id : ""popup1"", 
        type : ""wframePopup"", 
        width: ""230px"", 
        height: ""250px"", 
        top: ""130px"", 
        left: ""200px"", 
        popupName : ""testPopup"", 
        modal : true, 
        resizable : true, 
        status : true, 
        menubar : false, 
        scrollbars : false, 
        title : false, 
        dataObject : dataObject
    }; 
 
    // 팝업 생성.
 
    $p.openPopup(""/sub_popup.xml"",  options );
 
 
 // 팝업창에서 전달 받은 데이터를 확인하는 예제 
 
 // var paramData = $p.getParameter(""paramTest"");
 // var data = JSON.stringify(paramData);
 // alert(data);
 
</xmp>",5.0_3.3377A.20181128.161740,5.0_5.4811B.20230203.095105
